Region,YearMonth,T2M,PRECTOTCORR,WS2M,RH2M
Singida,2000-01-01,23.403870967741934,39.51,2.3574193548387097,53.87064516129032
Singida,2000-02-01,23.56,53.43,1.8475862068965516,52.99793103448276
Singida,2000-03-01,21.506774193548388,116.56,2.358709677419355,70.91064516129032
Singida,2000-04-01,21.961333333333336,49.22,3.445666666666667,65.08200000000001
Singida,2000-05-01,21.269354838709678,8.23,3.94258064516129,59.76096774193548
Singida,2000-06-01,19.185,5.47,4.093666666666667,58.882666666666665
Singida,2000-07-01,18.46677419354839,2.8600000000000003,3.8606451612903228,55.25967741935484
Singida,2000-08-01,19.86258064516129,3.28,4.372258064516129,54.02258064516129
Singida,2000-09-01,21.392333333333333,1.94,4.655,48.902
Singida,2000-10-01,23.02774193548387,14.799999999999999,4.43258064516129,47.64354838709678
Singida,2000-11-01,22.448666666666668,123.7,3.344666666666667,61.67966666666666
Singida,2000-12-01,20.79064516129032,192.01000000000002,1.8725806451612903,76.5725806451613
Singida,2001-01-01,19.419032258064515,238.98,1.530967741935484,82.9816129032258
Singida,2001-02-01,20.618928571428572,88.11,1.835357142857143,78.78321428571428
Singida,2001-03-01,20.871935483870967,64.84,2.099354838709677,73.44483870967741
Singida,2001-04-01,20.660666666666668,82.91,3.1766666666666667,75.96533333333333
Singida,2001-05-01,20.712903225806453,13.83,3.777741935483871,65.4041935483871
Singida,2001-06-01,18.814666666666668,2.61,3.518666666666667,62.141333333333336
Singida,2001-07-01,18.006451612903227,6.2700000000000005,3.4925806451612904,58.589354838709674
Singida,2001-08-01,19.42838709677419,2.65,3.6793548387096773,52.0358064516129
Singida,2001-09-01,21.745333333333335,1.77,3.6876666666666664,46.946
Singida,2001-10-01,23.37741935483871,11.62,4.216129032258064,47.61709677419354
Singida,2001-11-01,23.323,33.42,3.9063333333333334,54.21633333333333
Singida,2001-12-01,23.00193548387097,57.85,3.0309677419354837,60.38129032258065
Singida,2002-01-01,20.17290322580645,243.67000000000002,1.8625806451612903,79.22741935483872
Singida,2002-02-01,21.482499999999998,96.34,2.004642857142857,70.20642857142857
Singida,2002-03-01,20.79290322580645,114.75,2.0374193548387094,78.66225806451614
Singida,2002-04-01,21.256666666666668,76.06,3.554333333333333,74.52
Singida,2002-05-01,20.835806451612903,21.5,2.8506451612903225,64.17354838709677
Singida,2002-06-01,18.70266666666667,2.14,3.05,58.085
Singida,2002-07-01,19.460645161290323,0.62,3.5693548387096774,56.56161290322581
Singida,2002-08-01,19.629354838709677,4.21,4.312903225806451,56.2941935483871
Singida,2002-09-01,21.714,3.13,4.882333333333333,51.282333333333334
Singida,2002-10-01,22.520967741935483,45.19,4.65,52.450322580645164
Singida,2002-11-01,22.526,95.01,3.408,62.958333333333336
Singida,2002-12-01,22.171935483870968,208.2,2.6516129032258067,69.37935483870969
Singida,2003-01-01,21.56096774193548,124.65,1.6316129032258064,69.59548387096774
Singida,2003-02-01,21.84142857142857,88.4,2.1864285714285714,64.33214285714286
Singida,2003-03-01,23.21967741935484,64.26,2.334516129032258,61.38935483870968
Singida,2003-04-01,21.874333333333333,66.89999999999999,2.8699999999999997,67.43366666666667
Singida,2003-05-01,20.424193548387095,82.67,3.107741935483871,72.75193548387097
Singida,2003-06-01,19.470666666666666,5.17,3.4339999999999997,60.99433333333333
Singida,2003-07-01,18.38967741935484,1.96,3.82,57.718709677419355
Singida,2003-08-01,19.611612903225808,2.85,3.661290322580645,51.101612903225806
